あの…	um...	あの…
ショッピングモール	shopping mall	ショッピングモール
スプーン	spoon	スプーン
宝くじ	lottery	たからくじ
違い	difference	ちがい
動物園	zoo	どうぶつえん
ニュース	news	ニュース
パンダ	panda	パンダ
ヒーター	heater	ヒーター
ひげ	beard	ひげ
秘密	secret	ひみつ
ブーツ	boots	ブーツ
寮	dormitory	りょう
旅行会社	travel agency	りょこうがいしゃ
危ない	dangerous	あぶない
羨ましい	envious	うらやましい
少ない	a little; a few	すくない
強い	strong	つよい
選ぶ	to choose; to select	えらぶ
お湯を沸かす	to boil water	おゆをわかす
髪をとかす	to comb one's hair	かみをとかす
込む	to get crowded	こむ
宝くじに当たる	to win a lottery	たからくじにあたる
脱ぐ	to take off (clothes)	ぬぐ
ひげをそる	to shave one's beard	ひげをそる
いれる	to make tea, coffee, etc.	いれる
生まれる	to be born	うまれる
鍵をかける	to lock	かぎをかける
足りる	to be sufficient; to be enough	たりる
慣れる	to get used to...	なれる
お祈りする	to pray	おいのりする
化粧する	to put makeup on	けしょうする
就職する	to get a full-time job (at...)	しゅうしょくする
する　（ネクタイをする）	to wear small items (necktie, watch, etc.)	する
離婚する	to get a divorce	りこんする
おめでとうございます	Congratulations!	おめでとうございます
自分	oneself	じぶん
ずいぶん	very	ずいぶん
そうか	I see. (casual)	そうか
それに	moreover, ...	それに
例えば	for example	たとえば
～に比べて	compared with ...	～にくらべて
～によると	according to ...	～によると
前　（入学前）	before...	まえ
やっぱり	after all	やっぱり
後　（後が多い）	the rest	あと
エアコン	air conditioner	エアコン
カーテン	curtain	カーテン
クッション	cushion	クッション
シャンプー	shampoo	シャンプー
醤油	soy sauce	しょうゆ
スイッチ	switch	スイッチ
スープ	soup	スープ
スカート	skirt	スカート
外	outside	そと
ソファ	sofa	ソファ
タオル	towel	タオル
日記	diary	にっき
バナナ	banana	バナナ
ポップコーン	popcorn	ポップコーン
虫	insect	むし
家賃	rent	やちん
夕方	evening	ゆうがた
留守番電話	answering machine	るすばんでんわ
冷蔵庫	refrigerator	れいぞうこ
ろうそく	candle	ろうそく
明るい	bright	あかるい
気分が悪い	to feel sick	きぶんがわるい
暗い	dark	くらい
恥ずかしい	embarassing; to feel embarassed	はずかしい
開く	(something) opens	あく
謝る	to apologize	あやまる
押す	to press; to push	おす
落とす	to drop (something)	おとす
お湯が沸く	water boils	おゆがわく
転ぶ	to fall down	ころぶ
壊す	to break (something)	こわす
咲く	to bloom	さく
閉まる	(something) closes	しまる
助かる	to be saved; to be helped	たすかる
頼む	to ask (a favor)	たのむ
点く	(something) turns on	つく
汚す	to make dirty	よごす
落ちる	(something) drops	おちる
考える	to think (about); to consider	かんがえる
消える	(something) goes off	きえる
壊れる	(something) breaks	こわれる
汚れる	to become dirty	よごれる
注文する	to place an order	ちゅうもんする
今すぐ	right away	いますぐ
おかげで	thanks to ...	おかげで
お先に失礼します	See you. (lit., I'm leaving ahead of you.)	おさきにしつれいします
お疲れ様でした	You must be tired after working so hard. (ritualistic expression)	おつかれさまでした
～（ん）だろう	short form of ～（ん）でしょう	～（ん）だろう
本当に	really	ほんとうに
まず	first of all	まず
～までに	by (time/date)	～までに
奥様	(your/his) wife (polite)	おくさま
お子さん	(your/their) child (polite)	おこさん
お礼	expression of gratitude	おれい
敬語	honorific language	けいご
こちら　（こちらへどうぞ）	this way (polite)	こちら
出張	business trip	しゅっちょう
種類	a kind; a sort	しゅるい
性格	personality	せいかく
中学生	junior high school student	ちゅうがくせい
どちら　（出身はどちらですか）	where (polite)	どちら
怠け者	lazy person	なまけもの
悩み	a worry	なやみ
恥ずかしがり屋	shy person	はずかしがりや
話	chat; talk	はなし
部長	department manager	ぶちょう
文化	culture	ぶんか
間違い	mistake	まちがい
仲がいい	be on good/close terms; to get along well	なかがいい
真面目	serious; sober; diligent	まじめ
いらっしゃる	honorific expression for いく, くる, and いる	いらっしゃる
怒る	to get angry	おこる
おっしゃる	honorific expression for いう	おっしゃる
お休みになる	honorific expression for ねる	おやすみになる
決まる	to be decided	きまる
下さる	honorific expression for くれる	くださる
ご覧になる	honorific expression for みる	ごらんになる
知り合う	to get aquainted with	しりあう
～ていらっしゃる	honorific expression for ～ている	～ていらっしゃる
なさる	honorific expression for する	なさる
引っ越す	to move (to another place to live)	ひっこす
召し上がる	honorific expression for たべる and のむ	めしあがる
呼ぶ	to call (one's name); to invite	よぶ
寄る	to stop by	よる
遅れる	to become late	おくれる
かける	to sit down	かける
晴れる	to become sunny	はれる
もてる	to be popular (in terms of romantic interest)	もてる
遠慮する	to hold back for the time being; to refrain from	えんりょする
ごちそうする	to treat/invite (someone) to a meal	ごちそうする
招待する	to invite someone (to an event/a place)	しょうたいする
注意する	to watch out; to give warning	ちゅういする
話をする	to have a talk	はなしをする
一昨日	the day before yesterday	おととい
なぜ	why (=どうして)	なぜ
本当は	in fact; originally	ほんとうは
毎朝	every morning	まいあさ
まだ	still	まだ
～名様	party of ... people	～めいさま
ようこそ	Welcome.	ようこそ
よろしくお伝えください	Please give my best regards (to ...)	よろしくおつたえください
あちら	this way (polite)	あちら
アニメ	animation	アニメ
宇宙人	space alien	うちゅうじん
音	sound	おと
お握り	rice ball	おにぎり
係の者	our person in charge	かかりのもの
角	corner	かど
神様	God	かみさま
空港	airport	くうこう
字	letter; character	じ
支店	branch office	してん
趣味	hobby; pastime	しゅみ
小説	novel	しょうせつ
信号	traffic light	しんごう
スニーカー	sneakers	スニーカー
扇子	fan	せんす
月	moon	つき
電子辞書	electronic dictionary	でんしじしょ
ドイツ	Germany	ドイツ
ハイヒール	high heels	ハイヒール
～屋	… shop	～や
重い	heavy; serious (illness)	おもい
軽い	light	かるい
致す	extra-modest expression for する	いたす
頂く　（十分頂きました）	extra-modest expression for たべる and のむ	いただく
頂く　（教えて頂けませんか）	humble expression for もらう	いただく
伺う	to humbly visit; to humbly ask	うかがう
おる	extra-modest expression for いる	おる
ござる	extra-modest expression for ある	ござる
～ておる	extra-modest expression for ～ている	～ておる
～でござる	extra-modest expression for です	～でござる
参る	extra-modest expression for いく and くる	まいる
曲がる	to turn (right/left)	まがる
申す	extra-modest expression for いう	もうす
戻る	to return; to come back	もどる
聞こえる	to be audible	きこえる
差し上げる	humble expression for あげる	さしあげる
伝える	to convey (message)	つたえる
待たせる	to keep (someone) waiting	またせる
交換する	to exchange	こうかんする
生活する	to lead a life	せいかつする
返品する	to return (merchandise)	へんぴんする
おや？	Oh!	おや？
～階	...th floor	～かい
かしこまりました	Certainly.	かしこまりました
さあ	I am not sure, ...	さあ
失礼しました	Excuse me; I'm sorry	しつれいしました
少々	a few seconds	しょうしょう
それでは	if that is the case, ...	それでは
できれば	if possible	できれば
誠に	really (very polite)	まことに
又	again	また
～みたいなＸ	Ｘ such as…	～みたいなＸ
申し訳ありません	I'm sorry; (it's) inexcusable	もうしわけありません
よろしかったら	if it is okay (polite)	よろしかったら
赤ちゃん	baby	あかちゃん
蚊	mosquito	か
会議	business meeting; conference	かいぎ
ガソリン	gasoline	ガソリン
環境	environment	かんきょう
警察	police; police station	けいさつ
工場	factory	こうじょう
事	things; matters	こと
終電	last train	しゅうでん
準備	preparation	じゅんび
スピーチ	speech	スピーチ
政府	government	せいふ
ちかん	sexual offender; lascivious man	ちかん
泥棒	thief; burglar	どろぼう
バイト	abbreviation of アルバイト	バイト
同僚	colleague	どうりょう
犯人	criminal	はんにん
ポスター	poster	ポスター
昔	old days; past	むかし
文句	complaint	もんく
留守	absence; not at home	るす
遠い	far (away)	とおい
ひどい	awful	ひどい
安全	safe	あんぜん
大切	precious; valuable	たいせつ
めちゃくちゃ	messy; disorganized	めちゃくちゃ
置く	to put; to lay; to place	おく
気が付く	to notice	きがつく
蹴る	to kick	ける
刺す	to sting; to bite (bug); to stab	さす
触る	to touch	さわる
捕まる	to be arrested; to be caught	つかまる
包む	to wrap; to cover	つつむ
殴る	to strike; to hit; to punch	なぐる
盗む	to steal; to rob	ぬすむ
貼る	to post; to stick	はる
踏む	to step on	ふむ
ふる	to turn down (somebody); to reject; to jilt	ふる
文句を言う	to complain	もんくをいう
焼く	to bake; to burn; to grill	やく
やる　（犬に餌をやりました）	to give (to pets, plants, younger siblings, etc.)	やる
苛める	to bully	いじめる
着替える	to change clothes	きがえる
ためる	to save money	ためる
続ける	to continue	つづける
ほめる	to praise; to say nice things	ほめる
間違える	to make a mistake	まちがえる
見つける	to find	みつける
ばかにする	to insult; to make a fool of ...	ばかにする
びっくりする	to be surprised	びっくりする
昼寝をする	to take a nap	ひるねをする
連絡する	to contact	れんらくする
～間に	while...	～あいだに
ころ	time of...; when...	ころ
少し	a little	すこし
とにかく	anyhow; anyway	とにかく
相手	partner	あいて
受付	reception desk	うけつけ
英会話	English conversation	えいかいわ
お嬢さん	(someone's) daughter (polite)	おじょうさん
家事	household matters	かじ
風	wind	かぜ
木	tree	き
後輩	junior members of a group	こうはい
猿	monkey	さる
自由	freedom	じゆう
塾	cram school	じゅく
書類	document	しょるい
先輩	senior members of a group	せんぱい
一人暮らし	living alone	ひとりぐらし
部下	subordinate	ぶか
復習	review of lessons	ふくしゅう
プロジェクト	project	プロジェクト
ボール	ball	ボール
無駄遣い	waste (money)	むだづかい
免許	license	めんきょ
ヨーロッパ	Europe	ヨーロッパ
予習	preparation of lessons	よしゅう
うるさい	noisy; annoying	うるさい
心配	worried about	しんぱい
貧乏	poor	びんぼう
ペラペラ	fluent	ペラペラ
変	strange; unusual	へん
楽	easy; comfortable	らく
風が吹く	the wind blows	かぜがふく
勝つ	to win	かつ
コピーを取る	to make a photocopy	コピーをとる
運ぶ	to carry from one place to another; transport	はこぶ
走る	to run	はしる
拾う	to pick up (something)	ひろう
放っておく	to leave (someone/something) alone; to neglect	ほうっておく
間に合う	to be in time for	まにあう
計画を立てる	to make a plan	けいかくをたてる
育てる	to raise; to bring up	そだてる
助ける	to help; to rescue	たすける
負ける	to lose (a match)	まける
お願いする	to pray for help	おねがいする
賛成する	to agree	さんせいする
失敗する	to fail; to be unsuccessful	しっぱいする
徹夜する	to stay up all night	てつやする
反対する	to oppose; to object to	はんたいする
翻訳する	to translate	ほんやくする
こんなふう	in this way; like this	こんなふう
自由に	freely	じゆうに
ずっと	for a long time; all the time	ずっと
絶対に	definitely	ぜったいに
そんなことはない	I don't think so.	そんなことはない
～とか	...for example	～とか
何度も	many times	なんども
もう少し	a little more	もうすこし
思い出	memory	おもいで
海外旅行	trip to a foreign country	かいがいりょこう
体	body	からだ
靴下	socks	くつした
国際電話	international call	こくさいでんわ
社会	society	しゃかい
授業料	tuition	じゅぎょうりょう
小学校	elementary school	しょうがっこう
選挙	election	せんきょ
ソフト	software	ソフト
タイヤ	tire	タイヤ
ただ	free of charge	ただ
場所	place	ばしょ
別荘	villa; vacation home	べっそう
ボーナス	bonus	ボーナス
盆踊り	Bon dance (Japanese traditional dance)	ぼんおどり
面接	interview	めんせつ
夕食	dinner	ゆうしょく
理想	ideal	りそう
留守番	looking after a house during one's absence	るすばん
まずい	(food is) terrible	まずい
雨が止む	the rain stops	あめがやむ
いなくなる	(someone) is gone; to disappear	いなくなる
お世話になる	to be in someone's care	おせわになる
お腹を壊す	to have a stomachache	おなかをこわす
気に入り	to find something agreeable	きにいる
違う	to be different; wrong	ちがう
なくなる	to be lost; to disappear	なくなる
悪口を言う	to talk behind someone's back	わるぐちをいう
受ける	to take (an examination, interview, etc.)	うける
換える	to change	かえる
答える	to answer	こたえる
離れる	(something/someone) separates; parts from	はなれる
～顔をする	to look ...(facial expression)	～かおをする
がっかりする	to be disappointed	がっかりする
我慢する	to be tolerant/patient	がまんする
世話をする	to take care of ...	せわをする
同情する	to sympathize	どうじょうする
パンクする	(tire) goes flat	パンクする
戻ってくる	(something/someone) comes back	もどってくる
優勝する	to win a championship	ゆうしょうする
嫌	no	いや
元気でね	Take care of yourself.	げんきでね
最後に	finally	さいごに
そうそう	You are right.	そうそう
そろそろ	it is about time to ...	そろそろ
そんな～	such ...; that kind of ...	そんな～
ものすごく	extremely	ものすごく
あの…	um...	あの…
今	now	いま
英語	English (language)	えいご
ええ	yes	ええ
学生	student	がくせい
～語	language	～ご
高校	high school	こうこう
午後	P.M.	ごご
午前	A.M.	ごぜん
～歳	...years old	～さい
～さん	Mr./Ms....	～さん
～時	o'clock	～じ
～人　（アメリカ人）	people	～じん
専攻	major	せんこう
先生	teacher; Professor ...	せんせい
そうです	That's right.	そうです
そうですか	I see.; Is that so?	そうですか
大学	college; university	だいがく
電話	telephone	でんわ
友達	friend	ともだち
名前	name	なまえ
何	what	なん／なに
日本	Japan	にほん
～年生	...year student	～ねんせい
はい	yes	はい
半	half	はん
番号	number	ばんごう
留学生	international student	りゅうがくせい
私	I	わたし
アメリカ	U.S.A.	アメリカ
イギリス	Britain	イギリス
オーストラリア	Australia	オーストラリア
韓国	Korea	かんこく
スウェーデン	Sweden	スウェーデン
中国	China	ちゅうごく
科学	science	かがく
アジア研究	Asian studies	アジアけんきゅう
経済	economics	けいざい
国際関係	international relations	こくさいかんけい
コンピューター	computer	コンピューター
人類学	anthropology	じんるいがく
政治	politics	せいじ
ビジネス	business	ビジネス
文学	literature	ぶんがく
歴史	history	れきし
仕事	job; work; occupation	しごと
医者	doctor	いしゃ
会社員	office worker	かいしゃいん
高校生	high school student	こうこうせい
主婦	housewife	しゅふ
大学院生	graduate student	だいがくいんせい
大学生	college student	だいがくせい
弁護士	lawyer	べんごし
お母さん	mother	おかあさん
お父さん	father	おとうさん
お姉さん	older sister	おねえさん
お兄さん	older brother	おにいさん
妹	younger sister	いもうと
弟	younger brother	おとうと
これ	this one	これ
それ	that one	それ
あれ	that one (over there)	あれ
どれ	which one	どれ
この	this ...	この
その	that ...	その
あの	that ... (over there)	あの
どの	which ...	どの
ここ	here	ここ
そこ	there	そこ
あそこ	over there	あそこ
どこ	where	どこ
誰	who	だれ
美味しい	delicious	おいしい
魚	fish	さかな
豚カツ	pork cutlet	とんかつ
肉	meat	にく
メニュー	menu	メニュー
野菜	vegetable	やさい
鉛筆	pencil	えんぴつ
傘	umbrella	かさ
鞄	bag	かばん
靴	shoes	くつ
財布	wallet	さいふ
ジーンズ	jeans	ジーンズ
辞書	dictionary	じしょ
自転車	bicycle	じてんしゃ
新聞	newspaper	しんぶん
Ｔシャツ	T-shirt	Ｔシャツ
時計	watch; clock	とけい
ノート	notebook	ノート
ペン	pen	ペン
帽子	hat; cap	ぼうし
本	book	ほん
喫茶店	cafe	きっさてん
銀行	bank	ぎんこう
トイレ	toilet; restroom	トイレ
図書館	library	としょかん
郵便局	post office	ゆうびんきょく
いくら	how much	いくら
～円	...yen	～えん
高い	expensive; high	たかい
いらっしゃいませ	Welcome (to our store)	いらっしゃいませ
（～を）お願いします	..., please.	（～を）おねがいします
（～を）下さい	Please give me...	（～を）ください
じゃあ	then...; if that is the case,...	じゃあ
（～を）どうぞ	Please.; Here it is.	（～を）どうぞ
どうも	Thank you.	どうも
映画	movie	えいが
音楽	music	おんがく
雑誌	magazine	ざっし
スポーツ	sports	スポーツ
デート	date (romantic, not calendar)	デート
テニス	tennis	テニス
テレビ	TV	テレビ
アイスクリーム	ice cream	アイスクリーム
朝御飯	breakfast	あさごはん
お酒	sake; alcohol	おさけ
お茶	green tea	おちゃ
コーヒー	coffee	コーヒー
晩御飯	dinner	ばんごはん
ハンバーガー	hamburger	ハンバーガー
昼御飯	lunch	ひるごはん
水	water	みず
家	home; house	いえ
うち	home; house; my place	うち
学校	school	がっこう
朝	morning	あさ
明日	tomorrow	あした
いつ	when	いつ
今日	today	きょう
～ごろ	at about …	～ごろ
今晩	tonight	こんばん
週末	weekend	しゅうまつ
土曜日	Saturday	どようび
日曜日	Sunday	にちようび
毎日	every day	まいにち
毎晩	every night	まいばん
行く	to go	いく
帰る	to go back; to return	かえる
聞く	to listen; to hear; to ask	きく
飲む	to drink	のむ
話す	to speak; to talk	はなす
読む	to read	よむ
起きる	to get up	おきる
食べる	to eat	たべる
寝る	to sleep; to go to sleep	ねる
見る	to see; to look at; to watch	みる
来る	to come	くる
する （宿題をする）	to do	する
勉強する	to study	べんきょうする
いい	good	いい
早い	early	はやい
あまり+ negative	not much	あまり+ negative
全然&nbsp;+ negative	not at all	ぜんぜん + negative
大抵	usually	たいてい
ちょっと	a little	ちょっと
時々	sometimes	ときどき
よく	well; often; much	よく
そうですね	That's right.; Let me see.	そうですね
でも	but	でも
どうですか	How about...?; How is...?	どうですか
アルバイト	part-time job	アルバイト
買い物	shopping	かいもの
クラス	class	クラス
あなた	you	あなた
犬	dog	いぬ
お土産	souvenir	おみやげ
子供	child	こども
御飯	rice; meal	ごはん
写真	picture; photograph	しゃしん
机	desk	つくえ
手紙	letter	てがみ
猫	cat	ねこ
パン	bread	パン
人	person	ひと
お寺	temple	おてら
公園	park	こうえん
スーパー	supermarket	スーパー
デパート	department store	デパート
バス停	bus stop	バスてい
病院	hospital	びょういん
ホテル	hotel	ホテル
本屋	bookstore	ほんや
町	town; city	まち
レストラン	restaurant	レストラン
昨日	yesterday	きのう
～時間	hours	～じかん
一時間	one hour	いちじかん
先週	last week	せんしゅう
時	when...; at the time of...	とき
月曜日	Monday	げつようび
火曜日	Tuesday	かようび
水曜日	Wednesday	すいようび
木曜日	Thursday	もくようび
金曜日	Friday	きんようび
会う	to meet; to see (a person)	あう
ある	there is ...	ある
買う	to buy	かう
書く	to write	かく
撮る	to take (a picture)	とる
待つ	to wait	まつ
分かる	to understand	わかる
いる	(a person) is in ...; stays at ...	いる
～ぐらい	about (approximate measurement)	～ぐらい
ごめんなさい	I'm sorry.	ごめんなさい
だから	so; therefore	だから
たくさん	many; a lot	たくさん
～と	together with (a person)	～と
どうして	why	どうして
一人で	alone	ひとりで
もしもし	Hello? (used on the phone)	もしもし
右	right	みぎ
左	left	ひだり
前　（車の前）	front	まえ
後ろ	back	うしろ
中	inside	なか
上	on	うえ
下	under	した
近く	near; nearby	近く
隣	next; neighboring	となり
間	between	あいだ
海	sea	うみ
切手	postal stamps	きって
切符	ticket	きっぷ
サーフィン	surfing	サーフィン
宿題	homework	しゅくだい
食べ物	food	たべもの
誕生日	birthday	たんじょうび
テスト	test	テスト
天気	weather	てんき
飲み物	drink	のみもの
葉書	postcard	はがき
バス	bus	バス
飛行機	airplane	ひこうき
部屋	room	へや
僕	I (used by men)	ぼく
休み	holiday; day off; absence	やすみ
旅行	travel	りょこう
新しい	new	あたらしい
暑い	hot (weather)	あつい
熱い	hot (objects)	あつい
忙しい	busy (people/days)	いそがしい
大きい	large	おおきい
面白い	interesting; funny	おもしろい
かっこいい	good-looking (conjugates like いい)	かっこいい
怖い	frightening	こわい
寒い	cold (weather-not used for objects)	さむい
楽しい	fun	たのしい
小さい	small	ちいさい
つまらない	boring	つまらない
古い	old (thing - not used for people)	ふるい
難しい	difficult	むずかしい
やさしい	easy (problem); kind (person)	やさしい
安い	inexpensive; cheap (thing)	やすい
嫌い	disgusted with; to dislike	きらい
きれい	beautiful; clean	きれい
元気	healthy; energetic	げんき
静か	quiet	しずか
好き	fond of; to like	すき
大嫌い	to hate	だいきらい
大好き	very fond of; to love	だいすき
賑やか	lively	にぎやか
暇	not busy; to have a lot of free time	ひま
泳ぐ	to swim	およぐ
乗る	to ride; to board	のる
やる　（一緒にやりましょうか））	to do; to perform	やる
出かける	to go out	でかける
一緒に	together	いっしょに
それから	and then	それから
大丈夫	It's okay.; Not to worry.; Everything is under control.	だいじょうぶ
とても	very	とても
どんな	what kind of...	どんな
～枚	[counter for flat objects]	～まい
～まで	to (a place); as far as (a place); till (a time)	～まで
お金	money	おかね
お風呂	bath	おふろ
漢字	kanji; Chinese character	かんじ
教科書	textbook	きょうかしょ
今週	this week	こんしゅう
ＣＤ（シーティー）	CD	ＣＤ（シーティー）
市民病院	Municipal Hospital	しみんびょういん
シャワー	shower	シャワー
次	next	つぎ
電気	electricity	でんき
電車	train	でんしゃ
荷物	baggage	にもつ
ページ	page	ページ
窓	window	まど
夜	night	よる
来週	next week	らいしゅう
来年	next year	らいねん
大変	tough (situation)	たいへん
遊ぶ	to play; to spend time pleasantly	あそぶ
急ぐ	to hurry	いそぐ
お風呂に入る	to take a bath	おふろにはいる
返す	to return (a thing)	かえす
消す	to turn off; to erase	けす
死ぬ	to die	しぬ
座る	to sit down	すわる
立つ	to stand up	たつ
たばこを吸う	to smoke	たばこをすう
使う	to use	つかう
手伝う	to help	てつだう
入る	to enter	はいる
持つ	to carry; to hold	もつ
休む	to be absent (from...); to rest	やすむ
開ける	to open (something)	あける
教える	to teach; to instruct	おしえる
降りる	to get off	おりる
借りる	to borrow	かりる
閉める	to close (something)	しめる
シャワーを浴びる	to take a shower	シャワーをあびる
点ける	to turn on	つける
電話をかける	to make a phone call	でんわをかける
忘れる	to forget; to leave behind	わすれる
連れてくる	to bring (a person)	つれてくる
持ってくる	to bring (a thing)	もってくる
後で	later on	あとで
遅く	(do something) late	おそく
～から　（だから）	because ...	～から
結構です	That would be fine.; That wouldn't be necessary.	けっこうです
すぐ	right away	すぐ
本当ですか	Really?	ほんとうですか
ゆっくり	slowly; leisurely; unhurriedly	ゆっくり
姉	(my) older sister	あね
アパート	apartment	アパート
歌	song	うた
おじいさん	grandfather; old man	おじいさん
男の人	man	おとこのひと
おばあさん	grandmother; old woman	おばあさん
女の人	woman	おんなのひと
会社	company	かいしゃ
家族	family	かぞく
髪	hair	かみ
兄弟	brothers and sisters	きょうだい
口	mouth	くち
国	country; place of origin	くに
車	car	くるま
ゲーム	game	ゲーム
コンビニ	convenience store	コンビニ
サークル	club activity	サークル
食堂	cafeteria; dining commons	しょくどう
父	(my) father	ちち
ＤＶＤ（ディーブイディー）	DVD	ＤＶＤ（ディーブイディー）
目	eye	め
眼鏡	glasses	めがね
頭がいい	bright; smart; clever	あたまがいい
可愛い	cute	かわいい
背が高い	tall (stature)	せがたかい
背が低い	short (stature)	せがひくい
長い	long	ながい
速い	fast	はやい
短い	short (length)	みじかい
親切	kind	しんせつ
便利	convenient	べんり
歌う	to sing	うたう
被る	to put on (a hat)	かぶる
知る	to get to know	しる
知っています	I know	しっています
知りません	I do not know	しりません
住む	to live	すむ
はく	to put on (items below your waist)	はく
太る	to gain weight	ふとる
太っています	to be on the heavy side	ふとっています
めがねをかける	to put on (glasses)	めがねをかける
着る	to put on (clothes above your waist)	きる
やせる	to lose weight	やせる
痩せています	to be thin	やせています
結婚する	to get married	けっこんする
～が	…, but	～が
何も	not… anything	なにも+ negative
～人　（五人）	[counter for people]	～にん
一人	one person	ひとり
二人	two people	ふたり
別に	nothing in particular	べつに+ negative
もちろん	of course	もちろん
よかったら	if you like	よかったら
明後日	the day after tomorrow	あさって
雨	rain	あめ
カメラ	camera	カメラ
カラオケ	karaoke	カラオケ
空気	air	くうき
今朝	this morning	けさ
黒板	blackboard	こくばん
今月	this month	こんげつ
天気予報	weather forecast	てんきよほう
所	place	ところ
トマト	tomato	トマト
夏	summer	なつ
何か	something	なにか
パーティー	party	パーティー
バーベキュー	barbecue	バーベキュー
箸	chopsticks	はし
冬	winter	ふゆ
ホームステイ	homestay; living with a local family	ホームステイ
毎週	every week	まいしゅう
来月	next month	らいげつ
上手	skillful; good at...	じょうず
下手	clumsy; poor at...	へた
有名	famous	ゆうめい
雨が降る	it rains	あめがふる
洗う	to wash	あらう
言う	to say	いう
要る	to need	いる
遅くなる	to be late	おそくなる
思う	to think	おもう
切る	to cut	きる
作る	to make	つくる
持っていく	to take (a thing)	もっていく
じろじろ見る	to stare (at ...)	じろじろみる
捨てる	to throw away	すてる
始める	to begin	はじめる
運転する	to drive	うんてんする
洗濯する	to do laundry	せんたくする
掃除する	to clean	そうじする
料理する	to cook	りょうりする
いつも	always	いつも
ううん	uh-uh; no	ううん
うん	uh-huh; yes	うん
乾杯	Cheers! (a toast)	かんぱい
残念（ですね）	That's too bad.	ざんねん（ですね）
～について	about…; concerning…	～について
まだ+ negative	not… yet	まだ+ negative
みんなで	all (of the people) together	みんなで
いい子	good child	いいこ
色	color	いろ
お弁当	boxed lunch	おべんとう
歌舞伎	Kabuki; traditional Japanese theatrical art	かぶき
ギター	guitar	ギター
去年	last year	きょねん
薬	medicine	くすり
薬を飲む	to take medicine	くすりをのむ
コンサート	concert	コンサート
今度	near future; this time; next time	こんど
作文	essay; composition	さくぶん
試験	exam	しけん
スキー	ski	スキー
先月	last month	せんげつ
単語	word; vocabulary	たんご
ピアノ	piano	ピアノ
病気	illness; sickness	びょうき
青い	blue	あおい
赤い	red	あかい
黒い	black	くろい
寂しい	lonely	さびしい
白い	white	しろい
若い	young	わかい
意地悪	mean-spirited	いじわる
踊る	to dance	おどる
終わる	(something) ends	おわる
人気がある	to be popular	にんきがある
始まる	(something) begins	はじまる
弾く	to play (a string instrument or piano)	ひく
もらう	to get (from somebody)	もらう
覚える	to memorize	おぼえる
